"prod_date","duration","total","max","co2"
2022-09-19,14,21.797894,3.380657,21.732500
2022-09-20,14,20.002209,3.122738,19.942202
2022-09-21,13,14.223140,3.061964,14.180471
2022-09-22,14,6.219247,1.260485,6.200589
2022-09-23,14,25.623373,3.581006,25.546503
2022-09-24,14,25.600662,3.568978,25.523860
2022-09-25,14,22.255269,3.360026,22.188503
2022-09-26,14,2.326320,1.164556,2.319341
2022-09-27,13,11.545010,2.413883,11.510375
2022-09-28,13,2.994708,0.718506,2.985724
2022-09-29,14,9.896067,1.671404,9.866379
2022-09-30,14,9.446422,2.294862,9.418083
2022-10-01,14,16.922213,2.229013,16.871446
2022-09-05,13,15.068878,2.720988,15.023671
2022-09-06,13,14.994815,3.043887,14.949831
2022-09-07,13,9.940860,2.438774,9.911037
2022-09-08,13,20.065644,2.972438,20.005447
2022-09-09,13,19.571298,2.970402,19.512584
2022-09-10,13,18.578838,3.008338,18.523101
2022-09-11,13,17.846904,2.807357,17.793363
2022-09-12,12,13.918377,2.958911,13.876622
2022-09-13,13,7.045132,1.618559,7.023997
2022-09-14,12,3.300322,1.46975,3.290421
2022-09-15,12,4.538397,0.936941,4.524782
2022-09-16,13,6.407778,1.161144,6.388555
2022-09-17,14,22.488386,3.190708,22.420921
2022-08-22,13,18.061131,2.852033,18.006948
2022-08-23,13,17.768635,2.83622,17.715329
2022-08-24,13,14.422431,2.882082,14.379164
2022-08-25,12,12.459493,2.424316,12.422115
2022-08-26,13,10.786472,1.963809,10.754113
2022-08-27,13,17.409878,2.683467,17.357648
2022-08-28,13,18.701026,2.912648,18.644923
2022-08-29,12,5.874714,0.968864,5.857090
2022-08-30,13,18.740128,2.587472,18.683908
2022-08-31,13,21.219524,3.16468,21.155865
2022-09-01,13,20.268259,3.033004,20.207454
2022-09-02,13,19.704544,2.989196,19.645430
2022-09-03,13,17.504131,2.786215,17.451619
2022-08-08,12,7.516579,1.813333,7.494029
2022-08-09,12,9.755945,1.95248,9.726677
2022-08-10,12,10.260495,2.334182,10.229714
2022-08-11,12,14.312640,2.728814,14.269702
2022-08-12,13,18.985425,2.916251,18.928469
2022-08-13,13,18.471099,2.817964,18.415686
2022-08-14,13,17.907469,2.763666,17.853747
2022-08-15,13,18.112628,2.81605,18.058290
2022-08-16,12,17.354262,2.787333,17.302199
2022-08-17,12,6.370713,1.325658,6.351601
2022-08-18,12,14.807931,2.519505,14.763507
2022-08-19,12,3.392952,0.64883,3.382773
2022-08-20,13,11.589101,2.174179,11.554334
2022-07-25,12,14.461947,2.358578,14.418561
2022-07-26,12,14.337533,2.346442,14.294520
2022-07-27,12,13.932379,2.349472,13.890582
2022-07-28,12,14.320522,2.338908,14.277560
2022-07-29,12,5.235779,1.21894,5.220072
2022-07-30,12,16.473640,2.692157,16.424219
2022-07-31,12,16.754929,2.653836,16.704664
2022-08-01,12,14.236111,2.597753,14.193403
2022-08-02,12,15.770609,2.533438,15.723297
2022-08-03,12,15.740182,2.530212,15.692961
2022-08-04,12,14.620005,2.444455,14.576145
2022-08-05,12,12.189520,2.577828,12.152951
2022-08-06,12,13.985155,2.460169,13.943200
2022-07-11,12,13.863512,2.337742,13.821921
2022-07-12,12,11.995923,2.045335,11.959935
2022-07-13,12,9.961362,1.936377,9.931478
2022-07-14,12,13.582462,2.282212,13.541715
2022-07-15,12,13.170857,2.443885,13.131344
2022-07-16,12,12.310886,2.103017,12.273953
2022-07-17,12,11.526865,2.152073,11.492284
2022-07-18,12,14.101867,2.274524,14.059561
2022-07-19,12,13.287044,2.212319,13.247183
2022-07-20,12,14.789956,2.373084,14.745586
2022-07-21,11,14.237622,2.806512,14.194909
2022-07-22,12,14.474004,2.404612,14.430582
2022-07-23,12,14.078856,2.354544,14.036619
2022-06-27,12,13.737718,2.314697,13.696505
2022-06-28,12,13.455449,2.29411,13.415083
2022-06-29,12,13.063365,2.221487,13.024175
2022-06-30,12,13.977048,2.348314,13.935117
2022-07-01,12,13.843938,2.310929,13.802406
2022-07-02,12,13.600008,2.295019,13.559208
2022-07-03,12,13.390562,2.237129,13.350390
2022-07-04,12,13.769896,2.298184,13.728586
2022-07-05,12,14.042430,2.350578,14.000303
2022-07-06,12,13.043793,2.425759,13.004662
2022-07-07,12,14.001067,2.325194,13.959064
2022-07-08,12,13.024877,2.295418,12.985802
2022-07-09,12,13.847798,2.281294,13.806255
2022-06-13,12,14.076041,2.189362,14.033813
2022-06-14,12,15.294714,2.527506,15.248830
2022-06-15,12,10.323134,1.831178,10.292165
2022-06-16,12,14.122837,2.370863,14.080468
2022-06-17,12,14.194577,2.384871,14.151993
2022-06-18,12,7.457850,1.831859,7.435476
2022-06-19,12,14.769034,2.397189,14.724727
2022-06-20,12,6.918234,1.454072,6.897479
2022-06-21,12,12.975462,2.087061,12.936536
2022-06-22,12,13.405962,2.252386,13.365744
2022-06-23,12,13.734841,2.310727,13.693636
2022-06-24,12,13.456164,2.288589,13.415796
2022-06-25,12,12.618719,2.247094,12.580863
2022-05-30,12,9.773946,2.346184,9.744624
2022-05-31,12,2.617348,0.671356,2.609496
2022-06-01,12,11.713039,2.009006,11.677900
2022-06-02,12,10.551585,1.860536,10.519930
2022-06-03,12,8.887314,1.540938,8.860652
2022-06-04,12,15.873312,2.526996,15.825692
2022-06-05,12,14.095608,2.389536,14.053321
2022-06-06,12,13.141830,2.194246,13.102405
2022-06-07,12,13.019056,2.347031,12.979999
2022-06-08,12,7.793361,1.693769,7.769981
2022-06-09,12,7.740030,1.957794,7.716810
2022-06-10,12,6.729534,1.532795,6.709345
2022-06-11,12,11.449965,2.107251,11.415615
2022-05-16,12,12.846660,2.138083,12.808120
2022-05-17,12,16.408981,2.796448,16.359754
2022-05-18,12,6.611866,1.262397,6.592030
2022-05-19,12,4.234255,0.82487,4.221552
2022-05-20,12,15.149952,2.499651,15.104502
2022-05-21,12,15.597186,2.551783,15.550394
2022-05-22,12,16.003800,2.596438,15.955789
2022-05-23,12,15.338522,2.549799,15.292506
2022-05-24,12,14.955130,2.554875,14.910265
2022-05-25,12,15.474380,2.476238,15.427957
2022-05-26,12,13.295371,2.592699,13.255485
2022-05-27,12,14.877278,2.452535,14.832646
2022-05-28,12,14.132533,2.367762,14.090135
2022-05-02,12,12.166689,2.313749,12.130189
2022-05-03,12,14.075416,2.68601,14.033190
2022-05-04,12,2.405226,0.510768,2.398010
2022-05-05,12,12.067670,2.198011,12.031467
2022-05-06,12,18.431092,2.890014,18.375799
2022-05-07,12,17.252671,2.843613,17.200913
2022-05-08,12,17.091506,2.744207,17.040231
2022-05-09,12,15.686161,2.913027,15.639103
2022-05-10,12,15.862176,2.707144,15.814589
2022-05-11,12,12.470747,2.321033,12.433335
2022-05-12,12,14.676217,2.882448,14.632188
2022-05-13,12,16.437501,2.652636,16.388188
2022-05-14,12,16.249874,2.648772,16.201124
2022-04-18,13,18.467909,3.137493,18.412505
2022-04-19,13,17.458118,3.041536,17.405744
2022-04-20,13,18.325583,3.060479,18.270606
2022-04-21,13,18.278433,2.914817,18.223598
2022-04-22,13,18.781951,2.916948,18.725605
2022-04-23,12,16.880450,2.93914,16.829809
2022-04-24,12,19.041800,2.921554,18.984675
2022-04-25,12,16.328906,2.670906,16.279919
2022-04-26,12,18.025984,2.649645,17.971906
2022-04-27,12,17.029206,2.732727,16.978118
2022-04-28,12,17.052179,2.770274,17.001022
2022-04-29,12,9.955806,2.019646,9.925939
2022-04-30,12,11.394217,1.980082,11.360034
2022-10-30,14,19.925003,3.213433,19.865228
2022-11-13,14,27.292091,3.643866,27.210215
2022-11-27,14,20.789580,3.574972,20.727211
2022-12-11,14,24.904351,3.363917,24.829638
2022-12-25,14,22.247591,3.330434,22.180848
2023-01-08,15,11.906325,2.438165,11.870606
2023-01-22,15,23.850353,3.27651,23.778802
2023-02-05,14,16.884064,2.202026,16.833412
2023-02-19,13,9.959064,2.080324,9.929187
2023-03-05,14,17.142489,2.435765,17.091062
2023-03-19,13,23.523915,3.384,23.453343
2023-04-02,13,18.894419,3.187572,18.837736
2022-04-17,13,21.998468,3.540935,21.932473
2022-10-16,14,20.363610,3.351253,20.302519
2023-04-16,13,17.958878,2.847915,17.905001
2023-10-15,14,21.623743,3.259715,21.558872
2022-04-04,13,20.492529,3.422101,20.431051
2022-04-05,12,19.615184,3.062479,19.556338
2022-04-06,13,21.746483,3.171441,21.681244
2022-04-07,13,20.809141,3.226864,20.746714
2022-04-08,12,16.407083,2.924184,16.357862
2022-04-09,13,18.701105,3.04365,18.645002
2022-04-10,13,20.548158,3.394455,20.486514
2022-04-11,13,18.994417,3.027662,18.937434
2022-04-12,12,16.149963,2.704462,16.101513
2022-04-13,12,13.790249,3.023946,13.748878
2022-04-14,12,12.922408,2.95142,12.883641
2022-04-15,13,21.851199,3.346014,21.785645
2022-04-16,13,17.091092,3.113322,17.039819
2022-03-21,13,21.105249,3.205997,21.041933
2022-03-22,13,25.784416,3.590746,25.707063
2022-03-23,13,19.735946,2.848407,19.676738
2022-03-24,13,22.502345,3.239378,22.434838
2022-03-25,13,20.535732,2.852003,20.474125
2022-03-26,13,17.411744,3.027591,17.359509
2022-03-27,13,10.596188,2.108263,10.564399
2022-03-28,13,17.968054,2.819258,17.914150
2022-03-29,13,19.120710,3.074911,19.063348
2022-03-30,13,15.650353,2.885168,15.603402
2022-03-31,13,14.397538,2.798182,14.354345
2022-04-01,13,12.530543,2.455233,12.492951
2022-04-02,13,12.384857,2.082327,12.347702
2022-03-07,14,19.140298,2.838694,19.082877
2022-03-08,14,24.895923,3.478839,24.821235
2022-03-09,14,19.660102,3.272593,19.601122
2022-03-10,14,20.161812,2.693297,20.101327
2022-03-11,13,12.933952,2.399546,12.895150
2022-03-12,13,18.611997,3.080741,18.556161
2022-03-13,14,13.540677,2.723684,13.500055
2022-03-14,14,16.010686,2.619653,15.962654
2022-03-15,13,17.670487,2.624782,17.617476
2022-03-16,14,12.449122,2.391508,12.411775
2022-03-17,14,20.647246,2.698374,20.585304
2022-03-18,13,18.822397,3.314472,18.765930
2022-03-19,13,20.394023,3.190445,20.332841
2022-02-21,14,25.500346,3.448703,25.423845
2022-02-22,14,25.074610,3.586649,24.999386
2022-02-23,14,20.255031,3.398777,20.194266
2022-02-24,14,24.847458,3.69761,24.772916
2022-02-25,14,26.979272,3.72073,26.898334
2022-02-26,14,27.547267,3.611778,27.464625
2022-02-27,14,22.999489,3.397533,22.930491
2022-02-28,14,24.196936,3.372586,24.124345
2022-03-01,14,22.016787,3.594384,21.950737
2022-03-02,14,27.486258,3.704126,27.403799
2022-03-03,14,25.510370,3.551797,25.433839
2022-03-04,14,22.802839,3.537304,22.734430
2022-03-05,14,20.512882,3.277061,20.451343
2022-02-07,14,11.099897,1.995887,11.066597
2022-02-08,14,26.360144,3.668688,26.281064
2022-02-09,14,27.930652,3.681297,27.846860
2022-02-10,14,27.224229,3.730714,27.142556
2022-02-11,14,19.817772,3.681496,19.758319
2022-02-12,14,26.679074,3.426133,26.599037
2022-02-13,14,27.004980,3.70568,26.923965
2022-02-14,14,26.410752,3.646514,26.331520
2022-02-15,15,24.710959,3.025491,24.636826
2022-02-16,14,27.250148,3.64558,27.168398
2022-02-17,14,14.223063,2.381726,14.180394
2022-02-18,14,19.684466,2.691804,19.625413
2022-02-19,14,22.811850,3.618378,22.743414
2022-01-24,14,28.443672,3.552856,28.358341
2022-01-25,14,25.620921,3.258482,25.544058
2022-01-26,14,24.429962,3.096136,24.356672
2022-01-27,14,26.178856,3.517114,26.100319
2022-01-28,15,13.658927,2.634353,13.617950
2022-01-29,14,11.536954,1.973217,11.502343
2022-01-30,14,7.561427,1.456228,7.538743
2022-01-31,14,11.159735,2.603577,11.126256
2022-02-01,14,12.555220,1.854045,12.517554
2022-02-02,14,14.955655,2.873715,14.910788
2022-02-03,14,21.126285,3.025273,21.062906
2022-02-04,14,15.420233,2.085978,15.373972
2022-02-05,14,19.719140,2.970415,19.659983
2022-01-10,15,13.480588,1.95812,13.440146
2022-01-11,15,14.246525,1.955031,14.203785
2022-01-12,14,14.586718,2.579409,14.542958
2022-01-13,15,21.898827,3.012581,21.833131
2022-01-14,14,13.732058,3.029853,13.690862
2022-01-15,14,18.527867,3.239063,18.472283
2022-01-16,15,22.677227,2.895118,22.609195
2022-01-17,15,21.682333,3.247594,21.617286
2022-01-18,14,27.656380,3.498748,27.573411
2022-01-19,15,23.168445,3.688998,23.098940
2022-01-20,14,23.999326,3.672565,23.927328
2022-01-21,15,28.594760,3.697306,28.508976
2022-01-22,15,30.250420,3.640284,30.159669
2021-12-27,14,17.628378,3.249234,17.575493
2021-12-28,15,14.583624,3.124189,14.539873
2021-12-29,14,21.046101,3.640694,20.982963
2021-12-30,14,10.736082,2.37995,10.703874
2021-12-31,14,9.868033,2.673389,9.838429
2022-01-01,14,12.334843,2.614769,12.297838
2022-01-02,15,22.614902,3.265818,22.547057
2022-01-03,14,16.795138,3.205138,16.744753
2022-01-04,14,13.398190,2.805951,13.357995
2022-01-05,14,13.751639,2.103836,13.710384
2022-01-06,14,15.118088,3.090997,15.072734
2022-01-07,15,11.290359,2.129465,11.256488
2022-01-08,15,16.175595,2.324038,16.127068
2021-12-13,14,18.914818,3.110549,18.858074
2021-12-14,14,20.940694,2.727845,20.877872
2021-12-15,14,12.289463,2.191145,12.252595
2021-12-16,14,18.956180,2.577519,18.899311
2021-12-17,11,5.777327,1.941886,5.759995
2021-12-18,14,26.010466,3.106266,25.932435
2021-12-19,14,29.004883,3.541967,28.917868
2021-12-20,14,30.007973,3.731936,29.917949
2021-12-21,14,29.154625,3.346653,29.067161
2021-12-22,14,21.711561,3.424939,21.646426
2021-12-23,15,20.441771,3.138886,20.380446
2021-12-24,15,22.592752,3.080975,22.524974
2021-12-25,15,30.578281,3.684533,30.486546
2021-11-29,14,20.353217,3.357649,20.292157
2021-11-30,14,15.854599,2.685566,15.807035
2021-12-01,14,27.665262,3.373397,27.582266
2021-12-02,14,23.613455,3.09726,23.542615
2021-12-03,14,24.989533,3.559405,24.914564
2021-12-04,14,25.627609,3.542379,25.550726
2021-12-05,14,22.521083,3.045694,22.453520
2021-12-06,14,20.437340,2.92747,20.376028
2021-12-07,14,18.671595,3.102144,18.615580
2021-12-08,14,21.971973,3.012348,21.906057
2021-12-09,14,26.620627,3.226801,26.540765
2021-12-10,14,31.694050,3.729214,31.598968
2021-12-11,14,29.905255,3.72856,29.815539
2021-11-15,14,28.180233,3.518158,28.095692
2021-11-16,14,26.301089,3.601123,26.222186
2021-11-17,14,28.223314,3.40688,28.138644
2021-11-18,14,8.006748,1.507024,7.982728
2021-11-19,14,13.428884,2.328553,13.388597
2021-11-20,14,19.176741,2.566968,19.119211
2021-11-21,14,29.980780,3.728411,29.890838
2021-11-22,14,31.490081,3.668427,31.395611
2021-11-23,14,29.297595,3.642085,29.209702
2021-11-24,12,9.162674,3.321274,9.135186
2021-11-25,14,26.931835,3.715705,26.851039
2021-11-26,14,10.344231,2.201275,10.313198
2021-11-27,14,28.578668,3.598439,28.492932
2021-11-01,14,15.826785,2.750038,15.779305
2021-11-02,14,20.522169,3.061161,20.460602
2021-11-03,14,28.096678,3.727247,28.012388
2021-11-04,14,30.280318,3.728527,30.189477
2021-11-05,14,28.653471,3.725523,28.567511
2021-11-06,14,30.429442,3.730951,30.338154
2021-11-07,14,28.345512,3.730763,28.260475
2021-11-08,14,26.328920,3.658394,26.249933
2021-11-09,14,22.706943,3.182422,22.638822
2021-11-10,14,24.661910,3.731819,24.587924
2021-11-11,14,5.717048,1.163662,5.699897
2021-11-12,14,15.765921,2.93787,15.718623
2021-11-13,14,32.276207,3.731274,32.179378
2021-10-18,14,4.849789,0.887013,4.835240
2021-10-19,14,6.234744,1.323669,6.216040
2021-10-20,13,19.988383,3.530432,19.928418
2021-10-21,14,26.950380,3.588851,26.869529
2021-10-22,14,28.283673,3.530038,28.198822
2021-10-23,14,26.108425,3.576119,26.030100
2021-10-24,14,11.522587,3.334395,11.488019
2021-10-25,14,21.388152,3.409012,21.323988
2021-10-26,14,17.571690,3.369903,17.518975
2021-10-27,14,14.711932,3.243061,14.667796
2021-10-28,14,10.865051,2.714234,10.832456
2021-10-29,14,20.465816,3.692998,20.404419
2021-10-30,14,23.768321,3.71429,23.697016
2022-05-01,12,14.980232,2.380662,14.935291
2022-05-15,12,9.640143,1.842848,9.611223
2022-05-29,12,14.618555,2.41581,14.574699
2022-06-12,12,13.415028,2.324965,13.374783
2022-06-26,12,13.275693,2.328936,13.235866
2022-07-10,12,13.236074,2.327325,13.196366
2022-07-24,12,13.212139,2.291,13.172503
2022-08-07,12,6.910766,1.146553,6.890034
2022-08-21,13,15.715301,2.34075,15.668155
2022-09-04,13,15.570405,2.881921,15.523694
2022-09-18,14,24.865407,3.498797,24.790811
2022-10-02,14,22.079955,3.560191,22.013715
2021-10-04,14,16.227825,2.674297,16.179142
2021-10-05,14,18.683965,3.078642,18.627913
2021-10-06,14,23.750156,3.606358,23.678906
2021-10-07,13,8.026024,1.623287,8.001946
2021-10-08,14,27.559677,3.724152,27.476998
2021-10-09,13,13.020760,2.774605,12.981698
2021-10-10,13,6.362208,1.098604,6.343121
2021-10-11,14,10.187061,1.696127,10.156500
2021-10-12,14,21.378637,3.29006,21.314501
2021-10-13,14,18.332100,2.490647,18.277104
2021-10-14,14,16.596522,2.959612,16.546732
2021-10-15,14,20.217469,3.238242,20.156817
2021-10-16,14,18.131775,2.937247,18.077380
2024-04-12,13,15.504594,2.660066,15.458080
2024-04-13,12,16.760931,2.897215,16.710648
2024-04-14,12,10.965896,1.728879,10.932998
2024-04-15,12,10.685444,2.042845,10.653388
2024-04-16,12,15.539097,2.609528,15.492480
2024-04-17,12,11.384528,1.728444,11.350374
2024-04-18,12,6.530544,2.149476,6.510952
2024-04-19,12,18.699509,2.836429,18.643410
2024-04-20,12,18.147052,2.819293,18.092611
2024-04-21,12,18.077716,2.748878,18.023483
2024-04-22,12,17.360829,2.732948,17.308747
2024-04-23,12,16.972215,2.653433,16.921298
2024-04-24,12,15.363278,2.460538,15.317188
2024-04-25,12,15.362816,2.287418,15.316728
2024-04-26,12,14.434046,2.584651,14.390744
2024-04-27,12,14.993087,2.295819,14.948108
2024-06-07,12,12.467445,2.121548,12.430043
2024-06-08,12,12.562628,2.120476,12.524940
2024-06-09,12,12.793998,2.153809,12.755616
2024-06-10,12,12.606954,2.13028,12.569133
2024-06-11,12,12.569486,2.121299,12.531778
2024-06-12,12,12.705956,2.144321,12.667838
2024-06-13,12,12.370113,2.113489,12.333003
2024-06-14,12,12.448127,2.124843,12.410783
2024-06-15,12,12.038181,2.069126,12.002066
2024-06-16,12,11.785901,2.055619,11.750543
2024-06-17,12,12.259488,2.103004,12.222710
2024-06-18,12,12.230893,2.109468,12.194200
2024-06-19,12,12.203724,2.088522,12.167113
2024-05-13,12,13.505122,2.247488,13.464607
2024-05-14,12,6.674774,1.580951,6.654750
2024-05-15,12,6.861724,1.648111,6.841139
2024-05-16,12,12.643617,2.267332,12.605686
2024-05-17,12,13.441069,2.264521,13.400746
2024-05-18,12,13.127117,2.198101,13.087736
2024-05-19,12,11.185280,2.200328,11.151724
2024-05-20,12,12.231970,2.295306,12.195274
2024-05-21,12,12.886262,2.131134,12.847603
2024-05-22,12,12.134011,1.973409,12.097609
2024-05-23,12,13.165110,2.200957,13.125615
2024-05-24,12,6.630424,1.662037,6.610533
2024-05-25,12,7.279587,1.347348,7.257748
2024-05-26,11,5.583651,1.749287,5.566900
2024-05-27,12,6.988373,1.396072,6.967408
2024-05-28,12,4.529680,1.002096,4.516091
2024-05-29,12,14.292225,2.37109,14.249348
2024-05-30,12,13.348423,2.261815,13.308378
2024-05-31,12,14.195214,2.372026,14.152628
2024-06-01,12,13.748615,2.290031,13.707369
2024-06-02,12,13.117909,2.262536,13.078555
2024-06-03,12,10.144761,1.960602,10.114327
2024-06-04,12,9.213900,1.673412,9.186258
2024-06-05,12,12.518627,2.164757,12.481071
2024-06-21,12,11.926306,2.059149,11.890527
2024-06-22,12,11.827920,2.050811,11.792436
2024-06-23,12,9.688436,1.620443,9.659371
2024-06-24,12,11.430063,1.970445,11.395773
2024-06-25,12,9.150417,1.48283,9.122966
2024-06-26,12,10.920274,1.968452,10.887513
2024-06-27,12,8.685168,1.617246,8.659112
2024-06-28,12,9.746914,1.673545,9.717673
2024-06-29,12,8.469761,1.658496,8.444352
2024-06-30,12,6.567702,1.6599,6.547999
2024-07-01,12,4.229008,0.762524,4.216321
2024-07-02,12,12.856054,2.13798,12.817486
2024-07-03,12,11.423536,2.078281,11.389265
2024-07-05,12,10.791536,1.859354,10.759161
2024-07-06,12,11.938396,2.018743,11.902581
2024-07-07,12,10.861994,2.032039,10.829408
2024-07-08,12,6.255632,1.195932,6.236865
2024-07-09,12,0.993105,0.235924,0.990126
2024-07-10,12,7.103851,1.438207,7.082539
2024-07-11,12,9.485095,1.585536,9.456640
2024-07-12,12,7.657147,2.26238,7.634176
2024-07-13,12,8.860576,2.269024,8.833994
2024-07-14,12,13.151439,2.168021,13.111985
2024-07-15,12,11.972806,2.119198,11.936888
2024-07-16,12,12.644340,2.149039,12.606407
2024-07-17,12,12.831683,2.173033,12.793188
2024-07-19,12,13.700588,2.257297,13.659486
2024-07-20,12,15.017425,2.364783,14.972373
2024-07-21,12,13.784441,2.258976,13.743088
2024-07-22,12,13.608343,2.246128,13.567518
2024-07-23,12,14.461225,2.350278,14.417841
2024-07-24,12,13.456437,2.242319,13.416068
2024-07-25,12,13.705827,2.280517,13.664710
2024-07-26,12,12.633710,1.942453,12.595809
2024-07-27,12,11.366247,1.989851,11.332148
2024-07-28,12,13.269907,2.215019,13.230097
2024-07-29,12,12.061470,2.187182,12.025286
2024-07-30,12,3.396792,0.991586,3.386602
2024-07-31,12,14.689390,2.364533,14.645322
2024-04-29,12,15.791549,2.634666,15.744174
2024-04-30,12,15.163540,2.336253,15.118049
2024-05-01,12,14.823455,2.350044,14.778985
2024-05-02,12,15.277762,2.465548,15.231929
2024-05-03,12,14.929068,2.455458,14.884281
2024-05-04,12,14.862454,2.420845,14.817867
2024-05-05,12,14.765838,2.395451,14.721540
2024-05-06,12,14.924227,2.392463,14.879454
2024-05-07,12,14.368649,2.318761,14.325543
2024-05-08,12,14.391475,2.357282,14.348301
2024-05-09,12,12.746803,2.000364,12.708563
2024-05-10,12,13.143838,2.173512,13.104406
2024-05-11,12,12.892000,2.222337,12.853324
2024-08-02,12,14.491118,2.460569,14.447645
2024-08-03,12,15.075413,2.404242,15.030187
2024-08-04,12,11.563753,2.019273,11.529062
2024-08-05,12,14.220627,2.282069,14.177965
2024-08-06,12,13.235002,2.377701,13.195297
2024-08-07,8,6.686415,1.805013,6.666356
2024-08-08,12,13.714538,2.24972,13.673394
2024-08-09,12,0.548267,0.136803,0.546622
2024-08-10,12,8.946882,1.921567,8.920041
2024-08-11,12,16.586262,2.606464,16.536503
2024-08-12,12,16.849848,2.669912,16.799298
2024-08-13,12,16.841167,2.756216,16.790643
2024-08-14,13,16.190359,2.845285,16.141788
2024-08-15,12,16.138637,2.534658,16.090221
2024-08-17,12,15.652934,2.457054,15.605975
2024-08-18,12,16.100380,2.478025,16.052079
2024-08-16,12,15.744919,2.487106,15.697684
2024-08-19,12,15.826385,2.509474,15.778906
2024-08-20,12,15.708016,2.472718,15.660892
2024-08-21,13,15.890576,2.504703,15.842904
2024-08-22,13,16.325581,2.541149,16.276604
2024-08-24,12,12.094942,2.00793,12.058657
2024-08-23,12,14.825719,2.488497,14.781242
2024-08-25,12,1.497457,0.427202,1.492965
2024-08-26,13,19.307433,3.031224,19.249511
2024-08-27,13,19.846858,2.996007,19.787317
2024-08-28,13,18.066314,2.78446,18.012115
2024-08-29,13,17.671899,2.665413,17.618883
2024-08-30,13,18.062542,2.769796,18.008354
2024-08-31,13,18.126094,2.762392,18.071716
2024-09-02,13,14.642848,2.32515,14.598919
2024-09-01,13,17.813618,2.750488,17.760177
2024-09-03,13,15.883349,2.431252,15.835699
2024-09-04,13,17.113774,2.574668,17.062433
2024-09-05,13,14.997478,2.44018,14.952486
2024-09-06,13,14.785736,2.274533,14.741379
2024-09-07,13,15.085841,2.344535,15.040583
2024-09-08,13,14.888085,2.334899,14.843421
2024-09-09,13,15.807383,2.4094,15.759961
2024-09-10,14,16.453799,2.532535,16.404438
2024-09-11,14,15.079447,2.414577,15.034209
2024-09-12,14,18.864651,2.807314,18.808057
2024-09-15,13,16.032272,2.629442,15.984175
2024-09-13,14,17.050872,2.569785,16.999719
2024-09-14,12,13.094573,2.439509,13.055289
2024-09-17,14,16.417422,2.705794,16.368170
2024-09-18,14,13.139702,2.407641,13.100283
2024-09-16,12,6.510321,1.483292,6.490790
2024-09-19,14,15.366249,2.488758,15.320150
2024-09-20,13,17.824862,2.842104,17.771387
2024-09-21,13,8.659433,1.469535,8.633455
2024-09-22,14,18.505390,2.906214,18.449874
2024-09-23,14,20.141996,2.912153,20.081570
2024-09-24,14,20.035227,2.908083,19.975121
2024-09-25,14,20.014171,2.977172,19.954128
2024-09-26,14,19.933850,2.899119,19.874048
2024-09-27,14,9.172995,2.295223,9.145476
2024-09-28,14,22.200928,3.16416,22.134325
2024-09-29,14,21.577440,3.044988,21.512708
2024-09-30,14,20.391715,3.123211,20.330540
2024-10-02,14,18.033315,2.880709,17.979215
2024-10-01,14,19.375554,2.617803,19.317427
2024-10-03,14,15.958779,2.802862,15.910903
2024-10-04,14,9.935502,2.459735,9.905695
2024-10-05,14,24.883054,3.326967,24.808405
2024-10-06,14,22.930106,3.189395,22.861316
2024-10-07,14,22.360027,3.180896,22.292947
2024-10-08,14,18.475709,2.818509,18.420282
2024-10-09,14,14.404864,2.212461,14.361649
2024-10-10,13,10.910403,1.899284,10.877672
2024-10-12,14,20.389631,2.906324,20.328462
2024-10-11,14,11.790852,2.390747,11.755479
2024-10-13,14,23.971375,3.40196,23.899461
2024-10-14,14,22.276813,3.390425,22.209983
2024-10-15,14,23.189404,3.309073,23.119836
2024-10-16,14,19.134541,3.069095,19.077137
2024-10-17,14,21.368688,2.78325,21.304582
2024-10-18,14,20.224754,2.894473,20.164080
2024-10-19,14,9.581622,1.708147,9.552877
2024-10-20,14,10.285014,1.756144,10.254159
2024-10-21,14,12.438565,1.886822,12.401249
2024-10-22,14,20.125358,3.349598,20.064982
2024-10-24,14,14.215298,3.421117,14.172652
2024-10-23,14,9.353690,1.965732,9.325629
2024-10-25,14,11.366472,2.499353,11.332373
2024-10-26,14,16.170394,2.305571,16.121883
2024-10-27,14,14.844890,2.486747,14.800355
2024-10-28,14,17.768142,2.881319,17.714838
2024-10-29,14,23.869661,3.349085,23.798052
2024-10-30,14,24.172972,3.427761,24.100453
2024-10-31,14,25.683892,3.582634,25.606840
2024-11-01,14,20.204577,2.948086,20.143963
2024-11-02,14,10.225027,2.279361,10.194352
2024-11-03,14,6.593912,0.985689,6.574130
2024-11-04,14,5.327859,0.876262,5.311875
2024-11-05,14,15.045245,2.15226,15.000109
2024-11-06,14,12.244726,2.366776,12.207992
2024-11-07,14,6.751312,1.158454,6.731058
2024-11-08,14,4.196290,0.864866,4.183701
2024-11-09,14,12.890831,1.962897,12.852159
2024-11-10,14,26.341901,3.606251,26.262875
2024-11-11,14,26.620318,3.358511,26.540457
2024-11-12,14,23.913575,3.221304,23.841834
2024-11-13,14,12.546744,2.028545,12.509104
2024-11-14,14,17.945808,3.292796,17.891971
2024-11-15,14,19.880637,3.15692,19.820995
2024-11-16,14,10.213322,1.971421,10.182682
2024-11-17,14,23.790429,3.550097,23.719058
2024-11-18,14,25.800122,3.571894,25.722722
2024-11-19,14,26.837643,3.438351,26.757130
2024-11-20,14,24.157032,3.273408,24.084561
